CSIScontractID,idvpiid,piid,ContractNumber,idvmodificationnumber,modnumber,transactionnumber,CSIStransactionID,agencyID,contractingofficeagencyid,idvagencyid,CSISidvmodificationID,CSISidvpiidid,isIDV,CSISsourceIDVmodificationID,CSISmodifiedBy,CSISmodifiedDate,fiscal_year,last_modified_date,MaxOfCSISCreatedDate,IsInContractFPDS,IsNew6Dup,contract_transaction_unique_key,contract_award_unique_key,IsFPDSerror,ContractLabelID,ContractLabelText,TFBSOoriginated,TFBSOmentioned,IsPerformanceBasedLogistics,IsOrganicPBL,IsOfficialPBL,PrimaryProjectID,CrisisFunding,IsOddBlankIDVagencyID,IsOddBlankIDVPIID
10096751,FA865009D2922,0004,NULL,0,1,4,29707092,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2010-05-19 00:00:00.0000000,2017-01-03 08:39:15.273,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096757,FA865009D2922,0010,NULL,0,4,4,32626009,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2011,2011-08-18 00:00:00.0000000,2017-01-03 16:13:55.710,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096751,FA865009D2922,0004,NULL,0,0,4,32885589,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2018-02-02 00:00:00.0000000,2017-01-03 08:41:10.217,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096773,FA865009D2923,0014,NULL,0,2,4,32902346,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2011,2013-07-16 00:00:00.0000000,2017-01-03 15:59:29.870,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096757,FA865009D2922,0010,NULL,0,5,4,33777012,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2012,2011-11-30 00:00:00.0000000,2017-01-04 00:27:05.500,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,1,2,34090253,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 13:44:05.623,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,0,2,34113589,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 10:50:27.990,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,15,2,34395676,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-30 00:00:00.0000000,2016-09-30 10:30:47.253,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664663,FA865009D2922,0013,NULL,0,3,4,34420847,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2015-04-16 00:00:00.0000000,2016-09-30 14:50:14.093,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096757,FA865009D2922,0010,NULL,0,8,4,34488538,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-02-12 00:00:00.0000000,2016-09-30 11:34:12.193,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,8,2,34846792,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 11:45:20.757,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,12,2,34801176,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 11:39:26.430,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096778,FA865009D2923,0020,NULL,0,4,1,34818581,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 10:48:29.783,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096757,FA865009D2922,0010,NULL,0,9,4,34861614,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-05-14 00:00:00.0000000,2016-09-30 14:10:43.823,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664663,FA865009D2922,0013,NULL,0,2,4,34993718,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2015-04-16 00:00:00.0000000,2016-09-30 14:50:14.780,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,3,2,35147502,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 13:37:56.370,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,14,2,35195575,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-24 00:00:00.0000000,2016-09-30 14:15:30.537,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664663,FA865009D2922,0013,NULL,0,0,4,35214599,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2015-04-16 00:00:00.0000000,2016-09-30 14:50:14.780,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096778,FA865009D2923,0020,NULL,0,5,1,35283505,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-21 00:00:00.0000000,2016-09-30 14:16:18.830,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,2,2,35328363,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 13:00:40.163,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,11,2,35342566,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 14:21:38.370,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,17,2,35370574,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-29 00:00:00.0000000,2016-09-30 13:31:37.207,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,9,2,35414410,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 12:03:11.833,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096778,FA865009D2923,0020,NULL,0,3,1,35494637,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 11:04:40.360,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,19,2,35649748,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-09-10 00:00:00.0000000,2016-09-30 13:00:40.163,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664663,FA865009D2922,0013,NULL,0,1,4,35659642,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2015-04-16 00:00:00.0000000,2016-09-30 14:50:14.780,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,13,2,35701161,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 13:56:49.333,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,10,2,35836169,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 14:02:59.897,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,6,2,35933629,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 13:00:40.163,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,16,2,35990376,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-13 00:00:00.0000000,2016-09-30 13:50:31.600,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,18,2,36022821,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-30 00:00:00.0000000,2016-09-30 12:27:43.563,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,5,2,36070669,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 12:54:47.780,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,7,2,36211298,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 13:18:54.287,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
25664664,FA865009D2923,0021,NULL,0,4,2,36290020,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-07-16 00:00:00.0000000,2016-09-30 13:50:31.600,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096769,FA865009D2923,0010,NULL,0,1,4,25191691,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2013-07-16 00:00:00.0000000,2017-01-03 08:32:39.120,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096767,FA865009D2923,0008,NULL,0,0,4,25324860,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2009,2013-07-16 00:00:00.0000000,2017-01-03 07:36:37.350,1,0,9700_9700_0008_0_FA865009D2923_4,CONT_AWD_0008_9700_FA865009D2923_9700,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096763,FA865009D2923,0003,NULL,0,7,4,26214859,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2011,2013-07-16 00:00:00.0000000,2017-01-03 16:11:42.773,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096749,FA865009D2922,0002,NULL,0,3,4,26453090,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2010-09-21 00:00:00.0000000,2017-01-03 08:52:56.110,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096767,FA865009D2923,0008,NULL,0,4,4,29076043,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2013-07-16 00:00:00.0000000,2017-01-03 09:07:03.077,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096763,FA865009D2923,0003,NULL,0,0,4,29544090,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2009,2013-07-16 00:00:00.0000000,2017-01-03 07:30:22.217,1,0,9700_9700_0003_0_FA865009D2923_4,CONT_AWD_0003_9700_FA865009D2923_9700,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096767,FA865009D2923,0008,NULL,0,3,4,31316117,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2013-07-16 00:00:00.0000000,2017-01-03 08:38:14.297,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,18,2,34064255,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-09-03 00:00:00.0000000,2016-09-30 11:15:38.700,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,13,2,34183933,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 12:45:16.013,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,5,2,34199108,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 13:06:24.303,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,3,2,34221201,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 12:54:47.780,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,15,2,34222998,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 14:27:53.353,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,9,2,34554068,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 12:48:59.973,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,12,2,34699733,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 14:21:38.370,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,6,2,34916916,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 12:22:00.333,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,14,2,34939391,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 10:50:27.990,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,7,2,35072367,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 14:09:22.243,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,2,2,35091783,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 13:12:25.823,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,17,2,35096680,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-21 00:00:00.0000000,2016-09-30 13:31:37.207,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,11,2,35263698,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 11:03:13.773,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,4,2,35475731,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 13:18:54.287,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,1,2,35645330,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 12:27:43.563,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,16,2,35879187,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 11:03:13.773,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,8,2,35980891,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 13:18:54.287,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,10,2,36279659,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-08-20 00:00:00.0000000,2016-09-30 14:02:59.897,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,19,2,36339570,9700,5700,9700,258678,270707,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2013,2013-09-24 00:00:00.0000000,2016-09-30 13:00:40.163,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,33,2,36487889,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-07-31 00:00:00.0000000,2016-09-19 23:25:45.540,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,27,2,36985845,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-04-02 00:00:00.0000000,2016-09-19 23:25:45.540,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,21,2,36993242,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-01-14 00:00:00.0000000,2016-09-19 22:58:09.620,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,24,2,37038034,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2013-12-23 00:00:00.0000000,2016-09-19 21:39:12.827,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,29,2,37472371,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-05-08 00:00:00.0000000,2016-09-19 22:06:16.333,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,32,2,37557495,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-07-11 00:00:00.0000000,2016-09-19 21:12:28.963,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,26,2,37825334,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-03-20 00:00:00.0000000,2016-09-19 22:58:09.620,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,23,2,37874552,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2013-12-03 00:00:00.0000000,2016-09-20 00:08:48.087,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,31,2,38140208,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-06-06 00:00:00.0000000,2016-09-19 17:50:12.223,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096760,FA865009D2922,0014,NULL,0,25,2,39009993,9700,5700,9700,258678,270707,1,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2014,2014-01-28 00:00:00.0000000,2016-09-19 19:39:01.607,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096764,FA865009D2923,0004,NULL,0,2,4,14061608,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2013-07-16 00:00:00.0000000,2017-01-03 09:08:14.033,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096764,FA865009D2923,0004,NULL,0,15,4,15503754,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2011,2013-07-16 00:00:00.0000000,2017-01-03 16:19:48.240,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096776,FA865009D2923,0018,NULL,0,2,2,15756351,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2012,2013-08-20 00:00:00.0000000,2017-01-04 00:00:20.193,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096776,FA865009D2923,0018,NULL,0,0,2,16886246,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2012,2013-08-20 00:00:00.0000000,2017-01-04 00:38:55.263,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096764,FA865009D2923,0004,NULL,0,24,4,16889627,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2012,2013-07-16 00:00:00.0000000,2017-01-04 00:14:03.167,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096764,FA865009D2923,0004,NULL,0,8,4,19479422,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2010,2013-07-16 00:00:00.0000000,2017-01-03 08:33:09.517,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096764,FA865009D2923,0004,NULL,0,18,4,20735088,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2012,2013-07-16 00:00:00.0000000,2017-01-04 00:19:30.080,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096764,FA865009D2923,0004,NULL,0,23,4,22946903,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2012,2013-07-16 00:00:00.0000000,2017-01-03 23:56:14.060,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
10096776,FA865009D2923,0018,NULL,0,1,2,23026328,9700,5700,9700,284400,171543,0,NULL,CSIS\GSanders,2015-04-23 15:04:40.037,2012,2013-08-20 00:00:00.0000000,2017-01-04 00:18:10.227,1,0,NULL,NULL,NULL,1070,Advanced Engine Development,NULL,NULL,NULL,NULL,NULL,2260,NULL,0,0
